GeneID	GSM5686692	GSM5686693	GSM5686694	GSM5686695
303	9	9	14	12
84057	165	197	188	136
23240	521	603	480	544
105377498	0	0	0	0
100419170	0	0	0	0
7097	1	2	2	0
285533	6	8	4	2
105377499	3	1	4	0
6423	8	14	8	6
101927947	0	0	3	1
54798	1	6	3	0
5356	1044	1304	982	850
2244	58	90	0	0
2243	63	74	0	0
2266	49	68	1	0
9227	26	40	42	39
105377500	0	0	0	0
166863	0	0	0	0
105377501	0	0	0	0
4887	0	1	0	0
107986321	0	2	0	0
105377502	0	0	0	0
79884	299	328	252	260
102724776	9	9	10	7
105377503	0	0	0	0
105377505	0	0	0	0
105377504	0	0	0	0
2982	14	10	8	3
107984032	0	0	0	0
105377506	0	0	0	0
2983	97	109	111	96
51802	0	0	0	0
105377507	0	0	0	0
6999	4	7	5	1
1519	127	182	153	147
102724785	0	0	0	0
105377508	1	0	0	0
107986322	0	0	0	0
56034	1020	1304	991	921
2743	151	186	128	121
2891	5	5	1	5
112268471	1	0	0	0
107986238	0	0	0	0
340017	0	0	0	0
105377509	0	0	0	0
51313	47	79	64	70
285505	9	14	13	13
101928007	0	0	0	1
55314	0	0	0	0
105377510	2	2	0	0
59350	1	3	1	9
201725	612	717	565	592
2110	299	374	319	280
5481	674	838	622	575
57600	453	520	348	389
152940	0	0	0	3
9693	552	584	474	460
100500881	0	0	0	0
100616303	0	0	0	0
107986324	0	0	0	0
105379457	0	0	0	0
109729132	0	0	0	0
107986239	0	0	0	0
105377512	0	0	0	0
105377513	0	0	0	0
105377514	0	0	0	0
105377515	0	0	0	0
56884	2	1	7	11
101928052	0	0	0	0
105377516	0	0	0	0
100616234	0	0	0	0
92345	299	364	263	288
101928081	7	3	3	2
105377517	0	0	0	0
4886	0	0	0	0
4889	0	0	0	0
84076	0	0	0	0
55319	361	433	331	341
55016	52	66	56	50
107986325	0	0	2	0
23520	15	45	27	30
100505989	0	0	0	0
100506013	0	0	0	0
391712	36	42	27	29
152756	10	7	9	6
166655	0	0	0	0
201931	384	450	277	244
11275	367	511	345	334
2713	0	3	0	1
6307	467	625	391	299
105377519	0	0	0	0
1363	3	1	2	4
693163	0	0	0	0
105377520	0	0	0	0
101928151	0	0	0	0
101928131	0	0	0	0
105377521	0	0	0	0
7092	0	0	0	0
50859	0	0	0	0
105377523	0	1	0	0
11199	42	53	23	37
105377524	2	1	1	2
55601	498	670	585	608
91351	113	139	106	88
107986198	0	0	0	2
23022	1393	1775	1466	1356
107986199	0	0	0	0
102723331	1	2	4	5
84869	528	641	454	428
107986200	0	0	0	0
105377527	1	1	0	2
57630	886	1077	850	798
105377529	1	0	0	0
4750	404	476	377	342
1182	1441	1723	1277	1150
54969	316	343	237	244
107986240	0	1	0	0
105377530	0	0	0	0
100506085	0	0	0	0
9848	138	151	118	120
51166	138	206	121	129
107986326	17	13	18	17
101928223	0	0	0	0
107986241	0	0	0	0
100506107	0	0	0	0
100506122	0	0	0	0
102466953	0	0	0	0
105377534	0	0	0	0
101928288	0	0	0	0
105377535	0	0	0	0
105377536	0	0	0	0
441052	7	8	11	9
442117	31	36	30	23
105377537	0	0	0	0
101928314	0	0	0	0
107986201	0	0	0	0
101930370	99	124	106	105
51809	983	1334	985	878
100422849	0	0	0	0
3148	4607	6943	5876	4672
105377541	15	19	6	1
105377540	16	31	29	13
8819	316	467	307	254
101928383	1	2	2	0
11341	1	2	3	0
112268474	3	1	2	0
112267917	0	3	1	0
101928409	0	0	0	0
9464	73	102	81	57
79804	13	12	22	19
107986203	0	0	0	0
101928478	0	0	0	0
105377543	0	0	0	0
105377544	0	0	0	0
105377546	0	0	0	0
107986204	0	0	0	0
101928509	2	0	0	1
26269	218	297	216	180
80817	355	449	346	352
105377547	0	0	2	0
100423042	0	0	0	0
3248	1	7	1	3
105377548	0	0	0	0
105377549	0	0	0	0
105377551	0	0	0	0
8001	0	1	1	0
101928551	0	0	0	0
11086	0	0	0	0
105377552	0	0	0	0
2823	4	4	2	4
101928590	0	0	0	0
107984113	0	0	0	0
116966	226	243	218	200
132851	2	1	1	0
140458	0	0	1	0
60559	2545	3324	2563	2239
105377555	10	11	10	7
7424	2771	3699	2772	2526
105377556	2	3	2	3
105377557	0	0	0	0
55247	715	879	704	529
105377558	31	27	19	15
175	256	357	315	240
285500	1	7	4	4
105377559	0	0	0	0
285501	0	0	0	0
105377560	0	0	0	0
101928656	0	0	0	0
105377561	0	0	0	0
105377562	0	0	0	0
105377563	0	0	0	0
105377564	0	0	0	0
105377567	4	9	4	2
105377565	0	0	0	0
105377568	0	0	0	0
728081	0	0	0	0
101928679	0	0	0	0
107986205	0	1	0	0
55714	1676	1940	1513	1389
105377573	0	0	0	0
90768	173	228	161	145
100302270	0	1	0	0
105377572	1	0	0	3
105377571	5	0	0	0
105377576	33	49	31	47
1635	1173	1507	1131	974
105377577	0	0	0	0
107986327	0	0	0	0
112268472	0	0	0	0
107986328	0	0	0	0
403315	0	0	0	0
105377578	0	0	0	0
152641	14	6	5	7
80014	1158	1336	970	1120
101928734	1	1	0	0
53842	15	21	17	16
100132463	2	0	0	0
107986217	4	1	0	3
55602	250	355	314	263
389247	9	26	15	14
3622	165	271	189	149
101929996	0	0	0	0
105377579	0	0	0	0
105377580	0	0	0	0
107986329	0	0	0	0
201965	218	300	173	169
60684	451	567	447	412
105377581	0	0	0	1
56977	0	0	1	0
107986330	0	0	0	0
133121	0	0	0	0
105377582	0	0	2	0
105377584	0	0	0	0
728175	1	5	0	1
107986332	0	0	0	0
102723766	0	1	1	0
3660	428	550	481	392
105377585	0	0	0	0
105377586	1	0	1	0
836	490	761	519	514
201973	305	382	301	308
79682	1276	1549	1199	1121
2180	369	537	326	312
643036	0	0	0	0
105377587	0	0	1	0
731424	0	0	1	0
100500818	0	0	0	0
100506229	0	0	0	0
100616111	0	0	0	0
107986333	0	0	0	0
391723	0	0	0	0
101928877	0	0	0	0
105377588	0	0	0	0
291	465	759	503	438
57587	974	1272	860	899
83891	434	530	353	317
55805	63	94	56	47
107986206	1	3	4	0
353322	30	47	45	21
55325	253	325	264	235
441054	16	25	16	14
256309	3	9	6	4
105377590	0	1	0	2
27295	90	127	129	95
8470	152	212	160	168
101928929	0	0	0	0
7098	49	59	43	39
25854	6	14	15	9
651430	4	2	2	1
285440	199	325	234	192
3818	3	0	3	2
2160	0	0	0	0
285441	0	0	0	0
105377596	0	0	0	0
4543	0	0	0	0
2195	8019	8769	7896	7749
107986334	14	22	8	4
102723906	0	0	0	0
105377599	0	1	0	0
105377600	0	0	0	0
107986335	0	0	0	0
339975	0	0	0	0
105377602	0	0	0	0
102723920	1	0	0	0
100506272	0	0	0	0
105377604	0	0	0	0
105377603	0	0	0	0
107983963	0	0	0	0
132625	0	0	0	0
205860	2	0	2	0
107986337	1	5	0	0
339976	0	0	0	0
105377606	0	0	0	0
105377607	0	0	0	0
105377608	0	0	0	0
105377609	0	3	0	0
401164	0	2	0	0
101930028	0	0	0	0
105377610	0	0	0	0
105377611	0	0	0	0
105377612	0	0	0	0
105377613	0	0	0	0
105377614	0	0	0	0
105377615	0	0	0	0
101928971	0	0	0	0
105377616	0	1	1	0
728339	14	17	18	8
105377619	0	0	0	0
105377617	0	0	0	0
2483	374	463	357	297
448831	0	0	0	0
100419743	0	0	0	0
107986338	0	0	0	0
100288687	0	0	0	0
100874392	8	6	4	12
105374602	0	0	0	0
153478	5	2	1	3
107986394	0	0	0	0
389257	1	0	0	3
133957	619	858	649	524
6389	3433	4614	3548	3172
102467073	4	3	3	4
10016	882	1234	966	715
57491	1639	2233	1767	1591
116349	23	36	42	39
11336	965	1219	921	896
6550	285	375	311	293
25845	97	123	100	95
100288152	189	212	202	168
107986395	0	0	0	0
100616381	0	0	0	0
105374606	0	0	0	1
105374607	0	0	0	0
105374608	1	7	1	5
100996325	0	5	1	0
55722	437	506	453	413
11076	76	93	72	71
101929898	0	0	0	0
653082	29	28	16	11
101928768	0	0	0	0
79844	64	86	66	44
65980	957	1248	928	863
9319	1487	2071	1551	1375
100506688	0	0	1	0
85409	0	0	1	0
10723	1001	1298	946	836
100616479	0	1	0	0
105374612	0	1	0	0
107986396	0	0	0	0
101928857	0	0	0	0
340024	0	0	0	1
348932	0	0	0	0
7015	54	70	50	50
100616235	0	0	0	0
81037	2691	3704	2662	2491
100506791	0	0	0	0
6531	0	0	2	0
79888	1740	2288	1635	1512
102466103	0	0	0	1
107986397	0	0	0	0
728609	99	101	101	75
728613	114	141	106	98
105374614	0	0	0	0
100422966	0	0	0	0
101929003	6	13	5	14
64979	520	738	493	446
4726	1008	1500	1106	936
101929034	0	0	0	0
50805	0	0	0	1
101929056	0	0	0	0
101929081	0	0	0	0
112267929	0	0	0	0
112267947	0	0	0	0
105374616	0	0	0	0
105374618	0	0	0	0
100506858	0	0	0	0
107986398	0	0	0	0
153572	1	2	0	0
101234261	1	0	1	0
153571	2	1	0	0
105374620	0	0	0	0
107983966	0	0	0	0
107984098	0	0	0	0
105374621	0	0	0	0
102467074	0	0	0	0
285577	0	0	0	0
105374624	0	0	0	0
102467075	0	0	0	0
79192	1	0	1	0
107986399	0	0	0	0
105374625	0	0	0	0
105374626	0	0	0	0
105374627	0	0	0	0
107986400	0	0	0	0
101929153	0	0	0	0
105374629	0	0	0	0
105374630	0	0	0	0
340094	0	0	0	0
105374631	0	0	0	0
101929176	0	0	0	0
170690	0	1	0	0
101929200	20	24	15	13
23379	1459	1629	1273	1167
105374634	0	0	0	0
105374636	0	0	0	0
401172	0	0	0	0
84246	507	727	522	404
134111	1	2	0	3
105374639	0	0	0	2
255167	0	0	0	0
54888	1817	2296	1780	1766
6715	1118	1395	1043	813
100505625	6	3	6	1
11044	1008	1292	1054	922
107986401	2	1	2	1
102724943	8	4	10	14
109729133	0	0	0	0
100422999	0	0	0	0
105374641	0	0	0	0
105374642	0	0	0	0
107986402	0	0	0	0
105374643	0	0	0	0
442132	0	0	0	0
105379638	0	0	0	0
101929261	0	0	0	0
105374645	0	0	0	0
105374644	0	0	0	0
107986403	0	0	0	0
108	0	0	0	0
105374646	0	0	0	0
134121	0	0	0	0
4552	682	737	629	579
79072	159	223	158	148
102723339	0	0	0	0
729506	0	0	0	0
100505738	52	75	48	49
100616142	2	0	1	1
105374647	0	0	0	0
101929307	0	2	0	0
101929284	0	0	0	0
9037	37	51	38	40
100616326	0	0	0	0
101929338	0	1	0	0
100505806	2	0	1	0
100113384	0	0	0	0
101929359	0	0	0	0
50834	0	1	0	0
285692	0	0	0	0
105374649	0	0	0	0
105374648	0	0	0	0
107986405	0	0	0	0
134145	195	311	226	244
22948	8751	11263	8872	8169
134147	611	872	688	600
105374651	0	1	0	1
101929977	21	39	38	19
10299	3625	4214	3404	3426
113218502	76	84	71	77
100505845	0	0	0	1
83853	3	4	5	1
105369214	1	1	0	0
102465138	0	0	0	0
101929412	0	0	0	0
389273	0	0	0	0
651746	290	316	320	265
1611	3426	4512	3157	3064
105374652	0	0	0	0
102723441	0	0	0	0
105374654	0	0	0	0
1501	0	0	0	1
105374656	0	0	0	0
105374655	0	0	0	0
404663	0	0	0	0
105374657	0	0	0	0
105374658	0	0	0	0
105374659	0	0	1	0
105374660	2	1	2	0
1767	81	100	89	106
7204	6519	7486	6262	6307
109623458	0	0	0	0
54491	17	21	17	7
106635684	113	291	213	166
90268	916	1127	861	833
56172	1838	2177	1629	1376
100130744	115	136	106	88
100616271	0	0	0	3
105374661	0	0	0	0
107986376	0	0	0	0
101929454	0	0	0	0
23194	383	443	394	368
101929472	0	0	0	0
107986343	0	0	0	1
100126347	0	0	1	0
107986406	2	0	0	1
441061	0	2	0	0
107986407	0	0	0	0
105379640	0	0	0	0
401176	0	0	0	0
101929505	0	0	0	0
105374663	0	1	0	0
90441	714	946	630	621
54463	22	20	13	17
101929524	0	4	3	0
4651	10922	12230	8638	8109
285696	12	9	10	9
113218490	0	0	0	0
105374664	2	1	0	2
10409	3804	5262	4132	3333
401177	0	0	0	0
101929544	0	0	0	0
102723526	0	0	0	0
340096	0	0	0	0
391769	0	1	0	0
105374666	0	0	0	0
646241	0	0	0	0
105374668	0	0	0	0
107986408	1	0	0	0
105374669	0	0	0	0
1016	17	21	17	5
105374672	0	0	0	0
102725105	0	0	0	0
105374676	0	1	0	0
105374677	0	0	0	0
112267938	7	11	11	8
105374673	0	0	0	0
105374678	0	0	0	0
102723561	0	0	0	0
728411	154	200	171	148
105374685	0	0	0	0
1010	1	1	0	3
105374683	0	0	0	0
106635539	84	91	60	53
107986345	0	1	0	1
5369	0	0	0	0
105374682	0	0	0	0
105374681	0	0	0	0
101929617	0	0	0	0
105374686	0	0	0	0
105374687	0	0	0	0
105374688	0	0	0	0
56979	0	0	0	0
107986377	0	0	0	0
439936	0	0	0	0
105374689	0	0	0	0
1008	0	0	0	0
340107	0	0	0	0
105374694	1	0	1	5
105374693	0	0	0	0
1007	0	0	0	0
105374695	0	0	0	0
643401	4	3	4	1
105374696	0	0	0	0
105374698	0	0	0	0
105374701	0	0	0	0
107986409	0	0	0	0
729862	0	0	0	0
107986410	0	0	0	0
101929645	0	0	0	0
105374699	0	0	0	0
101929660	0	0	0	0
101929681	0	0	0	0
105374702	0	0	0	0
105374703	0	0	0	0
105374704	0	0	0	0
105374705	0	0	0	0
105374706	0	0	0	0
105374707	4	6	4	9
1004	5	6	16	17
105374709	0	0	0	0
29102	2259	2676	2253	2169
55322	600	868	622	571
23037	11	11	6	2
100422874	0	0	0	0
105374711	0	1	1	0
64083	1844	2471	1972	1758
54545	636	774	653	604
51663	2298	2777	2271	2077
693164	2	1	0	1
10923	1398	1823	1344	1292
105374714	0	0	0	0
4883	713	950	714	632
340113	0	0	0	0
105374715	0	2	5	1
105374716	0	0	0	0
107986411	4	13	9	6
6897	4590	5677	4547	4369
105374717	0	0	0	0
81792	1093	1238	1036	1142
51289	34	32	33	34
51151	5	4	6	1
23600	91	127	104	103
100534612	93	114	97	103
114899	63	72	82	61
646652	26	22	15	25
105374719	0	0	0	0
105374721	0	0	0	0
105374723	2	6	4	3
26064	3331	3962	3079	3035
101929704	3	3	2	2
153657	7	5	2	6
5810	948	1274	1014	831
55299	1122	1475	1134	982
134218	1362	1648	1274	1135
64902	2	3	2	0
5618	235	280	257	250
79925	3	3	1	1
105374724	0	4	1	0
3575	3518	4504	3806	3689
133690	6	12	12	10
100506406	0	0	0	0
133688	0	0	0	0
167127	0	0	3	0
92255	397	536	425	356
693165	1	0	0	0
6502	783	1048	803	763
133686	597	709	607	587
202151	5	0	3	3
6507	533	579	413	347
107986413	28	30	18	14
107986412	0	0	0	0
646719	166	217	134	128
25836	1559	1687	1334	1375
65250	720	684	733	692
105374727	7	6	2	4
9631	2975	3630	2999	2873
55100	488	707	536	479
2668	560	692	547	536
100861519	58	79	61	53
105374728	0	1	0	3
105374729	0	0	1	0
105374731	0	0	0	0
105374730	0	0	0	0
101929745	0	0	0	0
133584	0	4	0	1
100852408	0	0	0	0
100506475	0	0	0	0
105374732	0	2	0	0
3977	498	621	495	499
100506495	3	5	6	0
100500824	0	0	0	0
105374735	0	0	0	0
101929768	16	8	7	7
101926904	0	0	0	0
107986414	11	16	15	15
105374733	2	3	5	3
112267930	4	10	9	4
9180	2287	2675	2212	2015
253260	962	989	857	762
2533	18	20	5	1
735	0	1	0	0
1601	1557	1927	1486	1467
112267931	0	0	0	0
101926940	5	1	3	0
102467077	0	0	0	0
105374736	0	0	0	0
105374737	0	0	0	0
5734	163	235	173	123
23548	388	494	359	312
5562	2199	2654	2082	2065
6167	5185	7374	5768	4522
619564	0	7	0	1
84674	148	218	166	160
730	0	0	22	1
133558	0	1	1	0
105374739	0	0	0	0
729	0	0	0	0
102723740	0	1	0	0
345557	118	134	100	97
105374740	0	0	0	0
5019	1792	2326	1716	1557
102723752	2	6	4	4
100874002	76	100	85	76
285636	543	643	422	431
26272	427	507	348	361
101926960	0	0	0	0
2690	129	147	130	118
100129792	3	2	2	2
6414	6	3	4	4
105374745	0	0	0	0
643977	5	7	5	0
105374746	1	2	4	7
648987	157	186	166	145
105374748	28	29	33	28
389289	12	16	20	12
153684	38	39	38	33
100132356	37	37	31	41
100506639	61	65	46	46
7690	603	720	516	544
167359	1	13	5	9
3157	634	838	416	386
56477	261	336	256	201
64417	247	305	251	233
105374749	6	7	8	10
375444	351	476	341	326
10605	1536	2010	1596	1371
100652772	376	422	344	321
23530	2165	2732	2148	1915
2255	2	0	1	5
101927075	0	0	1	1
102723839	0	0	0	0
100506674	16	15	19	14
10884	678	854	556	573
348980	3	0	0	3
133418	1713	2170	1667	1568
79668	520	643	481	417
100287592	0	0	0	0
107986379	0	1	0	0
642366	3	4	4	6
3670	15	13	15	9
105378959	0	0	0	0
105378960	0	0	0	0
105378961	0	0	0	0
105378962	0	0	0	0
105378963	0	0	2	1
105378964	0	0	0	0
3672	702	970	773	609
53918	609	992	782	596
3673	7654	7481	5951	5089
4338	860	1204	886	752
257396	94	130	82	87
107986380	1	0	0	0
105378965	0	0	0	0
10468	2415	3099	2359	2186
4724	549	819	608	493
105378966	0	0	3	0
54622	103	109	101	91
693166	0	0	0	0
104355136	0	0	0	0
8988	0	0	0	0
112574	1106	1454	1175	1122
105378967	1	2	1	2
105378968	0	0	1	1
102467080	2	2	6	1
105378969	1	3	5	1
11082	1969	2029	1261	1198
102467081	0	0	0	0
3003	0	2	0	0
105378971	0	0	0	0
3001	16	14	3	8
166979	12	15	2	5
493869	2373	2896	2327	2119
554213	0	0	0	0
693123	0	0	0	0
100313923	0	0	0	0
345643	142	182	122	110
10309	144	230	172	127
54505	899	1009	825	734
105378973	32	33	31	27
23517	2182	2464	1928	1856
107986415	0	0	0	0
8611	181	273	165	183
100847019	0	0	0	0
379013	0	1	1	3
105378975	1	1	3	5
153129	444	576	403	389
54514	0	0	1	0
133396	28	35	29	17
3572	8806	9615	7356	7004
441072	7	9	3	5
105378976	0	1	0	0
79722	5	6	9	5
101928419	13	10	6	8
105378977	1	1	0	1
102467147	0	0	0	0
101928448	0	0	0	0
105378978	0	0	0	0
105378979	0	0	0	0
4214	421	509	454	446
105378980	18	25	25	17
133383	159	251	177	149
166968	499	600	490	443
65056	1446	1689	1378	1335
107986381	0	0	0	0
345651	15	19	13	20
102724122	1	4	0	4
100996645	0	0	0	0
101928505	1	1	0	0
101928539	0	0	1	0
101928569	0	0	0	1
105378983	1	1	0	0
105378984	0	0	0	0
10769	3153	4601	3946	3749
202309	0	0	0	0
100616339	0	0	0	0
101928600	0	0	0	0
115827	0	0	1	1
5144	270	358	257	262
107986348	1	2	0	0
107986347	0	0	0	0
693167	0	0	0	0
105378988	1	3	7	2
107986350	1	1	1	1
25859	23	28	29	18
55789	498	603	461	434
79993	192	264	171	170
1161	211	247	192	196
105378991	17	19	15	19
91942	634	892	661	475
643155	929	1314	975	880
101928630	122	187	128	115
105378992	0	0	0	0
105378993	0	0	0	0
105378994	0	0	0	0
57688	435	579	507	469
105378997	0	0	0	0
285668	0	0	0	0
101928651	0	0	0	0
100506526	0	0	0	0
105378995	0	0	0	0
105378998	0	0	0	0
3796	1877	1994	1614	1596
27292	690	1004	742	662
51194	819	952	778	741
101180901	182	209	169	175
100130733	3	7	4	5
107986418	0	0	0	0
107986416	0	0	0	0
105378999	0	0	0	0
3350	0	0	0	0
285671	25	31	20	39
401190	36	43	68	63
100132916	2	1	1	0
285672	400	575	464	378
10283	603	766	616	592
107986419	0	0	0	0
11174	635	756	653	593
64105	1321	1639	1258	1212
23398	763	866	638	621
373	324	360	315	298
80006	237	286	236	259
112441434	59	99	73	62
54557	466	620	494	453
57486	1159	1391	1136	1077
55914	4652	5399	4585	4448
100303749	0	0	0	0
140890	1783	2201	1675	1611
101928741	0	1	0	3
105379004	0	0	0	0
105379003	0	0	0	0
105379002	0	0	0	0
101928769	0	0	0	0
375449	226	280	233	159
101928794	4	6	4	3
4064	0	0	0	1
101928819	0	0	0	0
105379006	0	0	0	0
105379005	0	0	0	0
101928858	0	0	0	0
105379007	0	0	0	0
107986420	0	0	0	0
102467655	0	0	0	0
5295	660	701	555	582
105379013	1	0	0	0
105379012	0	0	0	0
105379011	0	0	0	0
105379010	0	0	1	0
105379014	0	0	0	0
105379015	0	0	0	0
107984116	0	0	0	0
101928885	0	0	0	0
64924	919	1157	907	748
109616958	0	0	0	0
891	4558	6161	4957	4311
112267932	15	19	21	19
64946	601	751	604	464
92259	272	348	314	245
1022	491	674	514	460
202243	8	10	5	7
102157402	454	639	453	457
6880	1093	1369	1056	935
5884	574	735	527	495
153562	1	5	4	0
101928924	0	0	0	0
100506658	52	79	62	83
109617019	0	0	0	0
728340	387	452	404	348
653188	22	27	25	30
107986357	0	0	0	0
105379623	2	2	2	1
105369228	26	26	22	30
112267941	180	214	196	169
728492	125	175	139	127
107986372	8	14	8	11
6607	777	1065	776	710
11039	132	151	121	130
112267939	1	0	0	1
112267940	4	1	0	2
107986356	3	2	4	2
105379021	6	3	2	6
653238	327	446	341	339
11042	36	33	23	28
441081	11	9	7	8
105379020	4	3	3	3
107986355	1	1	2	2
107986358	0	0	0	0
653080	86	94	84	74
101929599	9	9	11	8
8293	120	167	131	120
107986373	8	16	8	12
6606	783	1072	827	733
4671	115	115	117	112
112267942	4	9	8	12
2966	260	377	287	267
647859	2	3	4	5
109617021	0	0	0	0
100049076	17	14	18	20
105379016	3	3	2	2
107986421	2	4	5	3
102724392	0	0	0	0
105379026	0	0	0	0
105379025	0	0	0	0
5370	0	0	0	0
55814	1596	1744	1477	1514
64087	1137	1568	1191	1130
9607	0	0	0	0
105379027	0	0	0	0
107986382	0	0	0	0
105379028	91	114	82	96
4131	11311	12106	10575	10352
100616377	1	0	0	1
23107	1830	2482	1898	1586
107986422	1	1	7	2
79810	467	523	401	472
167465	1	0	1	0
102503427	0	0	0	0
102477328	0	0	0	0
3842	5682	6852	4950	4740
100616152	0	0	0	0
115548	365	429	318	301
134285	47	47	32	41
105379030	0	0	0	0
134288	0	0	0	0
340090	0	0	0	0
105379031	0	0	0	0
105379033	0	0	0	0
107986383	2	1	1	2
2297	1206	1527	1025	922
104355294	2	0	0	0
689	4732	6461	4785	4480
57763	150	189	184	134
84135	483	526	395	414
64283	2077	2334	1478	1574
107986423	2	0	1	0
105379034	0	2	0	1
105379036	0	0	1	0
105379035	0	0	1	0
102503429	0	0	0	0
101929082	0	0	0	0
104310351	0	0	0	0
8507	960	1309	1032	991
3074	3256	4394	3104	2562
84340	1120	1453	1014	1029
10412	1150	1692	1085	1032
26049	69	116	68	71
441086	3	2	3	1
105379039	0	0	0	0
105379040	0	0	0	0
51301	5	2	2	3
256006	4	6	6	3
3156	853	1072	640	583
10087	965	1148	827	808
51426	574	746	621	534
728780	4	9	3	5
107986424	3	4	0	3
134359	232	254	198	182
441087	6	8	2	4
22987	0	0	0	0
105379041	0	0	0	0
105379042	0	0	0	0
10788	12	23	11	11
101929109	0	0	0	0
2151	3	6	1	3
100302746	1	0	0	0
2149	4221	5087	3773	3435
2150	60	78	45	34
170591	0	0	0	0
1393	0	0	0	0
55109	747	886	801	681
84327	794	903	678	709
677828	5	1	0	3
728723	16	26	29	18
8622	86	112	90	79
55255	660	880	633	656
23440	0	1	0	0
6902	1376	1961	1543	1141
101929154	0	0	0	0
8546	1990	2464	1902	1706
728769	47	87	55	53
9522	968	1191	926	863
10184	1505	1875	1323	1144
411	736	954	700	592
29958	0	0	1	1
23743	2	0	2	1
635	0	1	1	0
133746	615	658	470	425
102724530	3	0	0	3
101929201	4	3	7	2
9456	185	225	181	164
107986426	0	0	0	0
105379047	0	0	0	0
167153	720	949	681	684
202333	9	11	7	11
102724557	0	0	0	0
105379048	1	0	0	0
105616916	0	0	0	0
345778	596	841	600	623
7060	43	37	38	22
101929215	1	2	1	1
256987	577	739	444	418
644936	3	2	5	7
84654	0	0	0	0
441089	29	55	50	33
9765	1057	1253	1006	930
167555	14	11	6	10
340120	1	1	0	1
103689917	3	1	0	4
1719	2719	3675	2711	2469
100462981	29	41	44	43
4437	770	870	777	665
107986428	6	7	2	3
102524628	5	7	7	3
5924	203	196	143	130
107986359	0	0	0	0
1160	84	111	75	82
100131067	177	223	175	150
84240	510	754	492	405
134526	5	7	5	5
23635	118	162	133	135
107986384	0	0	0	0
107986385	0	0	0	0
83734	148	266	162	178
6228	8240	11567	9129	7338
92270	164	202	166	155
105379050	0	0	0	0
100616297	0	0	0	0
102546175	0	0	0	0
107986430	0	0	1	1
105379051	0	0	0	5
105379052	11	19	18	6
153339	1834	2288	1797	1614
677765	1	0	0	0
7518	239	301	229	198
105379053	0	0	1	0
1462	8195	9561	8575	8301
107986431	3	1	5	6
105379054	11	9	0	7
1404	0	1	0	1
105379055	0	0	0	0
107986386	0	0	0	0
10085	1596	2079	1789	1537
105379057	99	102	96	105
105379059	2	0	0	0
101929321	0	0	0	0
105379061	0	0	0	0
105379062	0	0	0	0
105379063	0	0	0	0
285622	0	0	0	0
105379064	0	0	0	0
1350	2085	3186	2498	1853
109623460	2	2	0	1
100505878	0	0	0	0
645261	4	0	1	2
105379065	0	0	0	1
100422887	0	0	0	0
101929380	0	5	1	0
55338	1	2	0	1
5921	4878	5765	5267	4792
902	1536	1948	1492	1417
644285	14	12	5	15
105379066	0	2	4	1
111082994	0	0	0	0
105379069	0	0	0	0
105379070	0	0	0	0
153396	492	609	472	407
112267943	19	9	5	10
100505894	63	109	61	61
102546226	0	0	0	1
645323	24	22	26	13
407047	0	0	0	0
109729137	33	37	28	22
4208	698	743	563	527
107986361	4	1	2	2
101929423	13	12	10	10
107986360	3	2	0	1
105379074	0	0	0	0
105379073	0	0	0	0
107986387	0	0	0	0
105379076	0	0	0	0
102724637	0	0	0	0
100500825	0	0	0	0
101929495	0	0	0	0
1070	488	622	492	456
731157	0	0	0	0
153364	203	223	146	148
10622	715	857	647	610
116068	774	916	683	594
84059	135	159	108	122
105379077	0	0	0	0
107986432	1	3	1	0
107986433	0	0	0	1
100505994	124	119	89	87
57561	1164	1640	1356	1142
100129716	22	22	16	19
107986434	0	0	0	0
105379078	0	0	0	0
105379080	0	0	0	0
105379082	1	1	4	1
107984117	0	0	1	0
107986388	0	0	0	0
105379083	11	7	10	7
441094	242	312	279	225
7025	1219	1534	1464	1336
83989	526	662	554	489
100313887	18	21	22	24
134187	2	3	3	3
105379087	0	0	3	0
285600	17	24	37	13
105379086	0	0	0	0
84250	439	546	424	422
79772	455	558	341	307
105379085	0	0	0	1
105379089	0	0	0	0
153643	0	1	0	0
9652	2114	2276	1874	1893
153642	271	277	233	167
285601	19	23	11	16
112267933	0	0	0	0
317671	5	8	10	4
83890	228	294	263	214
105379090	7	7	2	7
22836	4813	6162	4648	4121
2745	228	340	197	209
102724720	3	2	0	2
202299	15	24	13	15
105379091	0	0	0	0
22936	1943	2500	2004	2018
101929710	0	3	1	0
105379096	2	0	0	0
107984114	4	1	0	2
693168	0	0	0	0
105379675	0	0	0	0
107986365	0	1	0	0
5122	8	5	3	6
107986362	0	0	0	0
831	5066	5885	4821	4246
107986364	8	6	2	9
107986363	12	16	8	19
105379094	0	0	1	1
51752	1567	1947	1490	1379
102724748	183	246	170	178
64167	139	135	136	116
4012	1858	2052	1631	1693
101926893	0	0	1	5
167410	0	0	1	0
55781	430	508	388	347
102546227	0	0	0	0
109729164	0	1	2	2
105379098	0	0	0	0
285704	3120	3991	3604	3324
503569	306	324	333	357
107986435	1	1	1	0
105379099	0	0	1	1
1105	1564	1699	1405	1340
102724810	17	21	19	16
100289230	20	29	21	17
107986436	0	1	0	0
100652833	1	0	0	0
102724855	0	1	0	0
105379101	0	1	0	0
100133050	1	2	1	0
105379100	3	3	2	2
345757	163	258	190	119
7903	141	187	142	130
100302288	0	0	0	0
107986437	1	1	0	3
